Places_Name,Location Photo,Google Maps link,Places_Latitude,Places_Longitude,Places_Address,Places_City,Places_PostalCode,Opening times,Services,Dogs allowed,Fully Wheelchair Accessible,Partially Wheelchair Accessible,Toilets available,Wheelchair Friendly Toilet,Wifi available
Residency for the People,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qpkImCEXoknjdS6WHB6v1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.73003&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.436884,5.478722",51.436884,5.478722,Kerkstraat 1,Eindhoven,5611GH,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Wifi available
Toilets available
Dogs allowed",True,False,True,True,False,True
Schellens Fabriek,https://lh5.googleusercontent.com/p/AF1QipOtR3WvdcpWaK45GUnzTxmj-0FSR4BCPgZeqc7h=w408-h271-k-no,"https://www.google.com/maps/search/?api=1&query=51.43586,5.484661",51.43586,5.484661,Bleekweg 1M,Eindhoven,5611EZ,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wifi available
Toilets available
Dogs allowed",True,True,False,True,False,True
Stadhuis,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CqMs8GvwCkaUqk-4NU5Beg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.39635&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.435233,5.480556",51.435233,5.480556,Stadhuisplein 1,Eindhoven,5611EM,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible",False,True,False,False,False,False
Stadhuisplein,https://lh5.googleusercontent.com/p/AF1QipOQDsfKaBrDLVPXrauzeKpEr5Rs8pk2UWu6S49Y=w408-h306-k-no,"https://www.google.com/maps/search/?api=1&query=51.435448,5.480151",51.435448,5.480151,Stadhuisplein,Eindhoven,5611EM,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible",False,False,True,False,False,False
Stads Bar & Food,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3t4soRp7gvhxNSCA96ce-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.6788&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.434386,5.478177",51.434386,5.478177,Paradijslaan 48,Eindhoven,5611KP,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Toilets available
Dogs allowed",True,False,True,True,False,False
STED,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/foto-voor-ddw-pagina_1695979980.jpg,"https://www.google.com/maps/search/?api=1&query=51.43817,5.474377",51.43817,5.474377,Willemstraat 11,Eindhoven,5611HA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Dogs allowed",True,False,True,False,False,False
The Don Bosco Universe,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zNlis45nht4eAPegotn8Fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.94333&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.434372,5.477106",51.434372,5.477106,Don Boscostraat 15,Eindhoven,5611KV,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Dogs allowed",True,True,False,False,False,False
Van Abbemuseum,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/7417-entree-van-abbemuseum-2021-foto-joep-jacobs_1694083997.jpg,"https://www.google.com/maps/search/?api=1&query=51.434671,5.482816",51.434671,5.482816,Stratumsedijk 2,Eindhoven,5611ND,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available",False,True,False,True,True,True
Atelier NL,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/exhibition-wildhout-stormhout-ddw-ateliernlcruud-balk3_1695844678.jpeg,"https://www.google.com/maps/search/?api=1&query=51.429226,5.469212",51.429226,5.469212,Bergmannstraat 76,Eindhoven,5615KG,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available",False,True,False,True,True,True
Ceramic Workshop Jo Sijen,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XJGQGMtOgwOT9tKdXfQDXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.93224&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.425922,5.467017",51.425922,5.467017,Bayeuxlaan 5,Eindhoven,5654AX,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Toilets available",False,False,True,True,False,False
De Fabriek,https://lh5.googleusercontent.com/p/AF1QipOjGN63wfsO5A2JXlg8zj7RyBG8-wuQnvlA0iIR=w426-h240-k-no,"https://www.google.com/maps/search/?api=1&query=51.428435,5.464798",51.428435,5.464798,Baarsstraat 38,Eindhoven,5615RG,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Not Wheelchair Accessible
Toilets available",False,False,False,True,False,False
Plant Fictions,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GC4k-A-dQWFN8UT22-OJBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.371944&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.428249,5.458526",51.428249,5.458526,Strausslaan 1,Eindhoven,5653AJ,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Wifi available
Dogs allowed",True,False,True,False,False,True
Studio Jeroen Wand,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9zgi8Tmrsep2ZyMMW8XJUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.48344&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.425865,5.467453",51.425865,5.467453,Bayeuxlaan 7,Eindhoven,5654AX,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Toilets available",False,True,False,True,False,False
Vij5 showroom,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/vij5-ddw2022-img-3889-low-res_1693827953.jpg,"https://www.google.com/maps/search/?api=1&query=51.430446,5.469112",51.430446,5.469112,Hallenweg 1E,Eindhoven,5615PP,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Not Wheelchair Accessible
Wifi available
Toilets available
Dogs allowed",True,False,False,True,False,True
GGzE Landgoed De Grote Beek,https://lh5.googleusercontent.com/p/AF1QipPGX6aNk7VVpIX2kULRn3GBnw4X1og4U-3ft6qr=w408-h306-k-no,"https://www.google.com/maps/search/?api=1&query=51.466537,5.443165",51.466537,5.443165,Grote Beekstraat 18b,Eindhoven,5626NE,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,True,False,True,True,True
Living LAB 040,https://www.livinglab040.com/wp-content/uploads/2023/05/LivingLab.Vogelperspectief_W_ingang_1_1280x720.jpeg,"https://www.google.com/maps/search/?api=1&query=51.491907,5.45536",51.491907,5.45536,Castilielaan 15,Eindhoven,5629CH,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Toilets available",False,False,True,True,False,False
Pennings Foundation,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/img-8552_1695382070.jpg,"https://www.google.com/maps/search/?api=1&query=51.433752,5.488646",51.433752,5.488646,Geldropseweg 63,Eindhoven,5611SE,"Opening times

Sat 21 Oct

11:00 - 17:00

Sun 22 Oct

11:00 - 17:00

Mon 23 Oct

11:00 - 17:00

Tue 24 Oct

11:00 - 17:00

Wed 25 Oct

11:00 - 17:00

Thu 26 Oct

11:00 - 17:00

Fri 27 Oct

11:00 - 17:00

Sat 28 Oct

11:00 - 17:00

Sun 29 Oct

11:00 - 17:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,True,False,True,True,True
Salon Veneman,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L4Fv-IFyEwLEiqPbcQBNCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.7283&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.4348,5.486516",51.4348,5.486516,Tongelresestraat 1,Eindhoven,5611VJ,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Not Wheelchair Accessible",False,False,False,False,False,False
STEENTJESKERK,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4uPOqTTsG18z1eobZMuNcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.72105&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.439421,5.467864",51.439421,5.467864,Sint Antoniusstraat 5,Eindhoven,5616RT,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,True,False,True,True,True
Van Abbemuseum Vitrine Van der Valk Eindhoven,https://lh5.googleusercontent.com/p/AF1QipOY_cIVE5chNppUmGBBGY86_WUNu9646gUEWI3y=w408-h271-k-no,"https://www.google.com/maps/search/?api=1&query=51.406363,5.479637",51.406363,5.479637,Aalsterweg 322,Eindhoven,5644RL,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available",False,True,False,True,True,True
Wasvenboerderij,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/wasvenboerderij_1695396293.jpg,"https://www.google.com/maps/search/?api=1&query=51.449207,5.512529",51.449207,5.512529,Celebeslaan 30,Eindhoven,5641AG,"Opening times

Sat 21 Oct

10:00 - 18:00

Sun 22 Oct

10:00 - 18:00

Mon 23 Oct

10:00 - 18:00

Tue 24 Oct

10:00 - 18:00

Wed 25 Oct

10:00 - 18:00

Thu 26 Oct

10:00 - 18:00

Fri 27 Oct

10:00 - 18:00

Sat 28 Oct

10:00 - 18:00

Sun 29 Oct

10:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,True,False,True,True,True
Atelier Houtwerff,https://lh5.googleusercontent.com/p/AF1QipObvIdKt4Uj9l7NvzurgcmXOPLmrjLb3avqYPNC=w408-h271-k-no,"https://www.google.com/maps/search/?api=1&query=51.446883,5.523483",51.446883,5.523483,Daalakkersweg 4-26,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Toilets available
Dogs allowed",True,True,False,True,True,False
Collaboration O,https://lh5.googleusercontent.com/p/AF1QipORGpdTwHLK8cFw_X9NstbdGUw_X6MKNNvhlIdC=w408-h271-k-no,"https://www.google.com/maps/search/?api=1&query=51.446964,5.524459",51.446964,5.524459,Daalakkersweg 6,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Toilets available
Dogs allowed",True,False,True,True,False,False
OST,https://lh5.googleusercontent.com/p/AF1QipNTkHL3fQLL2A0VVpgZ38kxchgUQN2hVAqWFfmq=w426-h240-k-no,"https://www.google.com/maps/search/?api=1&query=51.446326,5.523219",51.446326,5.523219,Daalakkersweg 14,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Toilets available
Dogs allowed",True,True,False,True,True,False
Punt-C Industriële hotspot op Sectie-C,https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/punt-c-drinks_1693650909.jpg,"https://www.google.com/maps/search/?api=1&query=51.446974,5.526001",51.446974,5.526001,Daalakkersweg 10-16,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 19:00

Sun 22 Oct

11:00 - 19:00

Mon 23 Oct

11:00 - 19:00

Tue 24 Oct

11:00 - 19:00

Wed 25 Oct

11:00 - 19:00

Thu 26 Oct

11:00 - 19:00

Fri 27 Oct

11:00 - 19:00

Sat 28 Oct

11:00 - 19:00

Sun 29 Oct

11:00 - 19:00","Services
Not Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,False,False,True,True,True
Sectie-C,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oer9qsHl3n-YaUmBH0h8dA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.84106&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.446219,5.522082",51.446219,5.522082,Daalakkersweg 2-14,Eindhoven,5641KE,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Partially Wheelchair Accessible
Wheelchair Friendly Toilet
Toilets available
Dogs allowed",True,False,True,True,True,False
The Blue House,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T8-blKtizdi7mm_QVqiE2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.27991&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.446201,5.522541",51.446201,5.522541,Daalakkersweg 2,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Toilets available
Dogs allowed",True,True,False,True,True,False
The Pool,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RpDZlAw0zjr0XqHusGnMfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.95413&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.446496,5.523056",51.446496,5.523056,Daalakkersweg 4,Eindhoven,5641JA,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Toilets available
Dogs allowed",True,True,False,True,False,False
"Central Station, Outside",https://ddw.ams3.cdn.digitaloceanspaces.com/uploads/20221022-algemeen-maxkneefel-90530_1694548545.JPG,"https://www.google.com/maps/search/?api=1&query=51.441799,5.478902",51.441799,5.478902,Stationsplein 17,Eindhoven,5611AL,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Dogs allowed",True,True,False,False,False,False
de Effenaar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MWe5NstkQvoTguYvsFBXyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.9025&pitch=0&thumbfov=100,"https://www.google.com/maps/search/?api=1&query=51.441753,5.483063",51.441753,5.483063,Dommelstraat 2,Eindhoven,5611CK,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available",False,True,False,True,True,True
Design Perron,https://lh5.googleusercontent.com/p/AF1QipOOBczRo4qZp0SmTwontOf76CK-cdOQO8OMwKLR=w408-h272-k-no,"https://www.google.com/maps/search/?api=1&query=51.442963,5.486563",51.442963,5.486563,Fuutlaan 12,Eindhoven,5613AB,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Fully Wheelchair Accessible
Wheelchair Friendly Toilet
Wifi available
Toilets available
Dogs allowed",True,True,False,True,True,True
Dutch Invertuals,https://lh5.googleusercontent.com/p/AF1QipMiBot7Q4SyLgp8ttY9_UOtUvAp1F2jbVkjwNgm=w408-h272-k-no,"https://www.google.com/maps/search/?api=1&query=51.443079,5.487409",51.443079,5.487409,Fuutlaan 12B,Eindhoven,5613AB,"Opening times

Sat 21 Oct

11:00 - 18:00

Sun 22 Oct

11:00 - 18:00

Mon 23 Oct

11:00 - 18:00

Tue 24 Oct

11:00 - 18:00

Wed 25 Oct

11:00 - 18:00

Thu 26 Oct

11:00 - 18:00

Fri 27 Oct

11:00 - 18:00

Sat 28 Oct

11:00 - 18:00

Sun 29 Oct

11:00 - 18:00","Services
Not Wheelchair Accessible
Toilets available",False,False,False,True,False,False
